method;N;M;threads;chunkSize;Executing time;
Static;430;430;8;151;0.132722;
Static;430;430;8;161;0.132592;
Static;430;430;8;171;0.145763;
Static;430;430;8;181;0.165855;
Static;430;430;8;191;0.160808;
Static;430;430;8;201;0.195031;
Static;430;430;8;211;0.172344;
Static;430;430;8;221;0.189096;
Static;430;430;8;231;0.192944;
Static;430;430;8;241;0.206702;
Static;430;430;8;251;0.217711;
Static;430;430;8;261;0.227379;
Static;430;430;8;271;0.221154;
Static;430;430;8;281;0.24372;
Static;430;430;8;291;0.242958;
Static;430;430;8;301;0.246309;
Static;430;430;8;311;0.257272;
Static;430;430;8;321;0.267522;
Static;430;430;8;331;0.276994;
Static;430;430;8;341;0.272304;
Static;430;430;8;351;0.298167;
Static;430;430;8;361;0.32214;
Static;430;430;8;371;0.315292;
Static;430;430;8;381;0.304827;
Static;430;430;8;391;0.314288;
Static;430;430;8;401;0.323691;
Static;430;430;8;411;0.331162;
Static;430;430;8;421;0.341432;
Static;440;440;1;1;0.371627;
Static;440;440;1;11;0.38333;
Static;440;440;1;21;0.376167;
Static;440;440;1;31;0.366631;
Static;440;440;1;41;0.36614;
Static;440;440;1;51;0.366247;
Static;440;440;1;61;0.364203;
Static;440;440;1;71;0.370173;
Static;440;440;1;81;0.362904;
Static;440;440;1;91;0.376522;
Static;440;440;1;101;0.365255;
Static;440;440;1;111;0.361981;
Static;440;440;1;121;0.362992;
Static;440;440;1;131;0.365478;
Static;440;440;1;141;0.365345;
Static;440;440;1;151;0.368707;
Static;440;440;1;161;0.385512;
Static;440;440;1;171;0.367659;
Static;440;440;1;181;0.368693;
Static;440;440;1;191;0.374148;
Static;440;440;1;201;0.390933;
Static;440;440;1;211;0.377133;
Static;440;440;1;221;0.381104;
Static;440;440;1;231;0.389205;
Static;440;440;1;241;0.385586;
Static;440;440;1;251;0.366492;
Static;440;440;1;261;0.365611;
Static;440;440;1;271;0.374248;
Static;440;440;1;281;0.36376;
Static;440;440;1;291;0.365073;
Static;440;440;1;301;0.365678;
Static;440;440;1;311;0.369986;
Static;440;440;1;321;0.368697;
Static;440;440;1;331;0.370627;
Static;440;440;1;341;0.368062;
Static;440;440;1;351;0.371555;
Static;440;440;1;361;0.36348;
Static;440;440;1;371;0.371646;
Static;440;440;1;381;0.365272;
Static;440;440;1;391;0.370337;
Static;440;440;1;401;0.364134;
Static;440;440;1;411;0.370804;
Static;440;440;1;421;0.363722;
Static;440;440;1;431;0.368076;
Static;440;440;2;1;0.190747;
Static;440;440;2;11;0.183967;
Static;440;440;2;21;0.188387;
Static;440;440;2;31;0.183655;
Static;440;440;2;41;0.199266;
Static;440;440;2;51;0.194326;
Static;440;440;2;61;0.203473;
Static;440;440;2;71;0.186946;
Static;440;440;2;81;0.200191;
Static;440;440;2;91;0.214225;
Static;440;440;2;101;0.201833;
Static;440;440;2;111;0.186752;
Static;440;440;2;121;0.200776;
Static;440;440;2;131;0.218043;
Static;440;440;2;141;0.239261;
Static;440;440;2;151;0.239704;
Static;440;440;2;161;0.24147;
Static;440;440;2;171;0.228955;
Static;440;440;2;181;0.219339;
Static;440;440;2;191;0.202745;
Static;440;440;2;201;0.194467;
Static;440;440;2;211;0.200009;
Static;440;440;2;221;0.188841;
Static;440;440;2;231;0.188381;
Static;440;440;2;241;0.197641;
Static;440;440;2;251;0.204637;
Static;440;440;2;261;0.213739;
Static;440;440;2;271;0.221881;
Static;440;440;2;281;0.230753;
Static;440;440;2;291;0.238955;
Static;440;440;2;301;0.248649;
Static;440;440;2;311;0.256416;
Static;440;440;2;321;0.264373;
Static;440;440;2;331;0.27217;
Static;440;440;2;341;0.281759;
Static;440;440;2;351;0.288889;
Static;440;440;2;361;0.297767;
Static;440;440;2;371;0.307932;
Static;440;440;2;381;0.31765;
Static;440;440;2;391;0.322647;
Static;440;440;2;401;0.340629;
Static;440;440;2;411;0.341581;
Static;440;440;2;421;0.353173;
Static;440;440;2;431;0.363985;
Static;440;440;3;1;0.123733;
Static;440;440;3;11;0.128176;
Static;440;440;3;21;0.123679;
Static;440;440;3;31;0.12916;
Static;440;440;3;41;0.135705;
Static;440;440;3;51;0.127518;
Static;440;440;3;61;0.156335;
Static;440;440;3;71;0.127437;
Static;440;440;3;81;0.136581;
Static;440;440;3;91;0.150705;
Static;440;440;3;101;0.169133;
Static;440;440;3;111;0.18506;
Static;440;440;3;121;0.177176;
Static;440;440;3;131;0.148946;
Static;440;440;3;141;0.12992;
Static;440;440;3;151;0.125295;
Static;440;440;3;161;0.134895;
Static;440;440;3;171;0.143194;
Static;440;440;3;181;0.151185;
Static;440;440;3;191;0.162458;
Static;440;440;3;201;0.171389;
Static;440;440;3;211;0.175928;
Static;440;440;3;221;0.181967;
Static;440;440;3;231;0.188729;
Static;440;440;3;241;0.197956;
Static;440;440;3;251;0.204926;
Static;440;440;3;261;0.212987;
Static;440;440;3;271;0.221463;
Static;440;440;3;281;0.230642;
Static;440;440;3;291;0.238682;
Static;440;440;3;301;0.248153;
Static;440;440;3;311;0.257044;
Static;440;440;3;321;0.264194;
Static;440;440;3;331;0.273684;
Static;440;440;3;341;0.282301;
Static;440;440;3;351;0.290419;
Static;440;440;3;361;0.29882;
Static;440;440;3;371;0.307032;
Static;440;440;3;381;0.317755;
Static;440;440;3;391;0.328121;
Static;440;440;3;401;0.334216;
Static;440;440;3;411;0.34711;
Static;440;440;3;421;0.351536;
Static;440;440;3;431;0.359753;
Static;440;440;4;1;0.0938211;
Static;440;440;4;11;0.0947224;
Static;440;440;4;21;0.103819;
Static;440;440;4;31;0.105862;
Static;440;440;4;41;0.103381;
Static;440;440;4;51;0.114476;
Static;440;440;4;61;0.105792;
Static;440;440;4;71;0.120324;
Static;440;440;4;81;0.138053;
Static;440;440;4;91;0.144985;
Static;440;440;4;101;0.113748;
Static;440;440;4;111;0.0941029;
Static;440;440;4;121;0.104579;
Static;440;440;4;131;0.108637;
Static;440;440;4;141;0.117572;
Static;440;440;4;151;0.129117;
Static;440;440;4;161;0.135131;
Static;440;440;4;171;0.145036;
Static;440;440;4;181;0.156449;
Static;440;440;4;191;0.164393;
Static;440;440;4;201;0.16852;
Static;440;440;4;211;0.183071;
Static;440;440;4;221;0.185176;
Static;440;440;4;231;0.190189;
Static;440;440;4;241;0.196591;
Static;440;440;4;251;0.205737;
Static;440;440;4;261;0.213992;
Static;440;440;4;271;0.221993;
Static;440;440;4;281;0.230388;
Static;440;440;4;291;0.239575;
Static;440;440;4;301;0.248031;
Static;440;440;4;311;0.258328;
Static;440;440;4;321;0.26678;
Static;440;440;4;331;0.273223;
Static;440;440;4;341;0.282238;
Static;440;440;4;351;0.290099;
Static;440;440;4;361;0.299193;
Static;440;440;4;371;0.308271;
Static;440;440;4;381;0.3171;
Static;440;440;4;391;0.32657;
Static;440;440;4;401;0.336008;
Static;440;440;4;411;0.339404;
Static;440;440;4;421;0.349202;
Static;440;440;4;431;0.359625;
Static;440;440;5;1;0.0773963;
Static;440;440;5;11;0.0739575;
Static;440;440;5;21;0.0863534;
Static;440;440;5;31;0.0781;
Static;440;440;5;41;0.0929466;
Static;440;440;5;51;0.0905663;
Static;440;440;5;61;0.102412;
Static;440;440;5;71;0.128476;
Static;440;440;5;81;0.102233;
Static;440;440;5;91;0.0783887;
Static;440;440;5;101;0.08562;
Static;440;440;5;111;0.0972162;
Static;440;440;5;121;0.104959;
Static;440;440;5;131;0.112566;
Static;440;440;5;141;0.118899;
Static;440;440;5;151;0.126675;
Static;440;440;5;161;0.137749;
Static;440;440;5;171;0.146847;
Static;440;440;5;181;0.15453;
Static;440;440;5;191;0.164214;
Static;440;440;5;201;0.172679;
Static;440;440;5;211;0.175834;
Static;440;440;5;221;0.184336;
Static;440;440;5;231;0.187896;
Static;440;440;5;241;0.198458;
Static;440;440;5;251;0.204755;
Static;440;440;5;261;0.213517;
Static;440;440;5;271;0.221962;
Static;440;440;5;281;0.230118;
Static;440;440;5;291;0.239822;
Static;440;440;5;301;0.248867;
Static;440;440;5;311;0.257746;
Static;440;440;5;321;0.265339;
Static;440;440;5;331;0.272665;
Static;440;440;5;341;0.282308;
Static;440;440;5;351;0.290413;
Static;440;440;5;361;0.29836;
Static;440;440;5;371;0.306024;
Static;440;440;5;381;0.315705;
Static;440;440;5;391;0.327735;
Static;440;440;5;401;0.332064;
Static;440;440;5;411;0.34402;
Static;440;440;5;421;0.349607;
Static;440;440;5;431;0.35598;
Static;440;440;6;1;0.0653639;
Static;440;440;6;11;0.0722396;
Static;440;440;6;21;0.0719332;
Static;440;440;6;31;0.0774528;
Static;440;440;6;41;0.0708644;
Static;440;440;6;51;0.0858686;
Static;440;440;6;61;0.108299;
Static;440;440;6;71;0.0700875;
Static;440;440;6;81;0.0706065;
Static;440;440;6;91;0.0781764;
Static;440;440;6;101;0.0876209;
Static;440;440;6;111;0.0938776;
Static;440;440;6;121;0.10985;
Static;440;440;6;131;0.114762;
Static;440;440;6;141;0.123092;
Static;440;440;6;151;0.127268;
Static;440;440;6;161;0.137014;
Static;440;440;6;171;0.148665;
Static;440;440;6;181;0.150823;
Static;440;440;6;191;0.161762;
Static;440;440;6;201;0.16924;
Static;440;440;6;211;0.181857;
Static;440;440;6;221;0.187023;
Static;440;440;6;231;0.190414;
Static;440;440;6;241;0.199007;
Static;440;440;6;251;0.205736;
Static;440;440;6;261;0.214407;
Static;440;440;6;271;0.22301;
Static;440;440;6;281;0.231377;
Static;440;440;6;291;0.238199;
Static;440;440;6;301;0.249067;
Static;440;440;6;311;0.258215;
Static;440;440;6;321;0.264933;
Static;440;440;6;331;0.275827;
Static;440;440;6;341;0.282871;
Static;440;440;6;351;0.290699;
Static;440;440;6;361;0.302867;
Static;440;440;6;371;0.308377;
Static;440;440;6;381;0.315409;
Static;440;440;6;391;0.327251;
Static;440;440;6;401;0.332004;
Static;440;440;6;411;0.342434;
Static;440;440;6;421;0.350219;
Static;440;440;6;431;0.360653;
Static;440;440;7;1;0.0683137;
Static;440;440;7;11;0.060042;
Static;440;440;7;21;0.0750559;
Static;440;440;7;31;0.064126;
Static;440;440;7;41;0.0790616;
Static;440;440;7;51;0.100373;
Static;440;440;7;61;0.0618387;
Static;440;440;7;71;0.0835985;
Static;440;440;7;81;0.0735928;
Static;440;440;7;91;0.0778623;
Static;440;440;7;101;0.0896136;
Static;440;440;7;111;0.0973319;
Static;440;440;7;121;0.103931;
Static;440;440;7;131;0.111248;
Static;440;440;7;141;0.117234;
Static;440;440;7;151;0.12834;
Static;440;440;7;161;0.137163;
Static;440;440;7;171;0.14526;
Static;440;440;7;181;0.150395;
Static;440;440;7;191;0.160012;
Static;440;440;7;201;0.169569;
Static;440;440;7;211;0.176347;
Static;440;440;7;221;0.184474;
Static;440;440;7;231;0.189081;
Static;440;440;7;241;0.196924;
Static;440;440;7;251;0.205012;
Static;440;440;7;261;0.218348;
Static;440;440;7;271;0.223751;
Static;440;440;7;281;0.230546;
Static;440;440;7;291;0.239437;
Static;440;440;7;301;0.248398;
Static;440;440;7;311;0.257242;
Static;440;440;7;321;0.265184;
Static;440;440;7;331;0.272298;
Static;440;440;7;341;0.282385;
Static;440;440;7;351;0.290783;
Static;440;440;7;361;0.298759;
Static;440;440;7;371;0.309738;
Static;440;440;7;381;0.317228;
Static;440;440;7;391;0.325899;
Static;440;440;7;401;0.333046;
Static;440;440;7;411;0.350529;
Static;440;440;7;421;0.35711;
Static;440;440;7;431;0.362275;
Static;440;440;8;1;0.0634636;
Static;440;440;8;11;0.0609612;
Static;440;440;8;21;0.0788961;
Static;440;440;8;31;0.065074;
Static;440;440;8;41;0.0699273;
Static;440;440;8;51;0.0697206;
Static;440;440;8;61;0.0546823;
Static;440;440;8;71;0.069919;
Static;440;440;8;81;0.0726123;
Static;440;440;8;91;0.0776641;
Static;440;440;8;101;0.0870689;
Static;440;440;8;111;0.0980828;
Static;440;440;8;121;0.112746;
Static;440;440;8;131;0.111277;
Static;440;440;8;141;0.118932;
Static;440;440;8;151;0.126786;
Static;440;440;8;161;0.136903;
Static;440;440;8;171;0.150435;
Static;440;440;8;181;0.15436;
Static;440;440;8;191;0.161361;
Static;440;440;8;201;0.169109;
Static;440;440;8;211;0.17557;
Static;440;440;8;221;0.182828;
Static;440;440;8;231;0.192501;
Static;440;440;8;241;0.196244;
Static;440;440;8;251;0.205393;
Static;440;440;8;261;0.214939;
Static;440;440;8;271;0.229116;
Static;440;440;8;281;0.229488;
Static;440;440;8;291;0.238624;
Static;440;440;8;301;0.24905;
Static;440;440;8;311;0.257785;
Static;440;440;8;321;0.264684;
Static;440;440;8;331;0.273163;
Static;440;440;8;341;0.280787;
Static;440;440;8;351;0.289326;
Static;440;440;8;361;0.29757;
Static;440;440;8;371;0.306473;
Static;440;440;8;381;0.332248;
Static;440;440;8;391;0.34677;
Static;440;440;8;401;0.332555;
Static;440;440;8;411;0.341904;
Static;440;440;8;421;0.349312;
Static;440;440;8;431;0.359092;
Static;450;450;1;1;0.390196;
Static;450;450;1;11;0.389343;
Static;450;450;1;21;0.390734;
Static;450;450;1;31;0.389189;
Static;450;450;1;41;0.387027;
Static;450;450;1;51;0.387335;
Static;450;450;1;61;0.388855;
Static;450;450;1;71;0.386799;
Static;450;450;1;81;0.388771;
Static;450;450;1;91;0.391205;
Static;450;450;1;101;0.388674;
Static;450;450;1;111;0.388765;
Static;450;450;1;121;0.388859;
Static;450;450;1;131;0.388962;
Static;450;450;1;141;0.389597;
Static;450;450;1;151;0.388922;
Static;450;450;1;161;0.389239;
Static;450;450;1;171;0.388878;
Static;450;450;1;181;0.388841;
Static;450;450;1;191;0.388736;
Static;450;450;1;201;0.389207;
Static;450;450;1;211;0.389472;
Static;450;450;1;221;0.389081;
Static;450;450;1;231;0.38759;
Static;450;450;1;241;0.38741;
Static;450;450;1;251;0.388859;
Static;450;450;1;261;0.38876;
Static;450;450;1;271;0.389301;
Static;450;450;1;281;0.388848;
Static;450;450;1;291;0.388617;
Static;450;450;1;301;0.388763;
Static;450;450;1;311;0.388742;
Static;450;450;1;321;0.388877;
Static;450;450;1;331;0.388943;
Static;450;450;1;341;0.388707;
Static;450;450;1;351;0.388759;
Static;450;450;1;361;0.38879;
Static;450;450;1;371;0.388564;
Static;450;450;1;381;0.39136;
Static;450;450;1;391;0.388806;
Static;450;450;1;401;0.389048;
Static;450;450;1;411;0.388764;
Static;450;450;1;421;0.388952;
Static;450;450;1;431;0.389288;
Static;450;450;1;441;0.389128;
Static;450;450;2;1;0.194759;
Static;450;450;2;11;0.198574;
Static;450;450;2;21;0.199474;
Static;450;450;2;31;0.201103;
Static;450;450;2;41;0.212242;
Static;450;450;2;51;0.212608;
Static;450;450;2;61;0.210818;
Static;450;450;2;71;0.204016;
Static;450;450;2;81;0.209821;
Static;450;450;2;91;0.231446;
Static;450;450;2;101;0.214172;
Static;450;450;2;111;0.197235;
Static;450;450;2;121;0.209257;
Static;450;450;2;131;0.226392;
Static;450;450;2;141;0.245303;
Static;450;450;2;151;0.258338;
Static;450;450;2;161;0.249797;
Static;450;450;2;171;0.241135;
Static;450;450;2;181;0.233335;
Static;450;450;2;191;0.223073;
Static;450;450;2;201;0.215192;
Static;450;450;2;211;0.20571;
Static;450;450;2;221;0.198182;
Static;450;450;2;231;0.199442;
Static;450;450;2;241;0.208141;
Static;450;450;2;251;0.217271;
Static;450;450;2;261;0.225569;
Static;450;450;2;271;0.233568;
Static;450;450;2;281;0.242038;
Static;450;450;2;291;0.251232;
Static;450;450;2;301;0.26006;
Static;450;450;2;311;0.268906;
Static;450;450;2;321;0.277225;
Static;450;450;2;331;0.286095;
Static;450;450;2;341;0.294704;
Static;450;450;2;351;0.302917;
Static;450;450;2;361;0.312256;
Static;450;450;2;371;0.320659;
Static;450;450;2;381;0.32805;
Static;450;450;2;391;0.336094;
Static;450;450;2;401;0.344771;
Static;450;450;2;411;0.353763;
Static;450;450;2;421;0.362173;
Static;450;450;2;431;0.370848;
Static;450;450;2;441;0.38128;
Static;450;450;3;1;0.132747;
Static;450;450;3;11;0.134325;
Static;450;450;3;21;0.136309;
Static;450;450;3;31;0.134262;
Static;450;450;3;41;0.141797;
Static;450;450;3;51;0.132102;
Static;450;450;3;61;0.158808;
Static;450;450;3;71;0.144813;
Static;450;450;3;81;0.140301;
Static;450;450;3;91;0.157911;
Static;450;450;3;101;0.175784;
Static;450;450;3;111;0.193087;
Static;450;450;3;121;0.182656;
Static;450;450;3;131;0.163413;
Static;450;450;3;141;0.146458;
Static;450;450;3;151;0.131287;
Static;450;450;3;161;0.141159;
Static;450;450;3;171;0.148249;
Static;450;450;3;181;0.156766;
Static;450;450;3;191;0.165647;
Static;450;450;3;201;0.175629;
Static;450;450;3;211;0.182673;
Static;450;450;3;221;0.191292;
Static;450;450;3;231;0.201093;
Static;450;450;3;241;0.208195;
Static;450;450;3;251;0.218583;
Static;450;450;3;261;0.225774;
Static;450;450;3;271;0.234555;
Static;450;450;3;281;0.242221;
Static;450;450;3;291;0.252427;
Static;450;450;3;301;0.260331;
Static;450;450;3;311;0.270274;
Static;450;450;3;321;0.276116;
Static;450;450;3;331;0.285069;
Static;450;450;3;341;0.293843;
Static;450;450;3;351;0.301989;
Static;450;450;3;361;0.310746;
Static;450;450;3;371;0.321245;
Static;450;450;3;381;0.329524;
Static;450;450;3;391;0.337534;
Static;450;450;3;401;0.346881;
Static;450;450;3;411;0.355136;
Static;450;450;3;421;0.364272;
Static;450;450;3;431;0.372182;
Static;450;450;3;441;0.38102;
Static;450;450;4;1;0.108495;
Static;450;450;4;11;0.106327;
Static;450;450;4;21;0.111927;
Static;450;450;4;31;0.109825;
Static;450;450;4;41;0.113217;
Static;450;450;4;51;0.129274;
Static;450;450;4;61;0.106993;
Static;450;450;4;71;0.12531;
Static;450;450;4;81;0.143699;
Static;450;450;4;91;0.155233;
Static;450;450;4;101;0.128827;
Static;450;450;4;111;0.106717;
Static;450;450;4;121;0.111266;
Static;450;450;4;131;0.114289;
Static;450;450;4;141;0.123269;
Static;450;450;4;151;0.131603;
Static;450;450;4;161;0.139134;
Static;450;450;4;171;0.150275;
Static;450;450;4;181;0.156672;
Static;450;450;4;191;0.164792;
Static;450;450;4;201;0.176026;
Static;450;450;4;211;0.182681;
Static;450;450;4;221;0.19642;
Static;450;450;4;231;0.199736;
Static;450;450;4;241;0.212415;
Static;450;450;4;251;0.218994;
Static;450;450;4;261;0.225742;
Static;450;450;4;271;0.234213;
Static;450;450;4;281;0.243433;
Static;450;450;4;291;0.251648;
Static;450;450;4;301;0.262384;
Static;450;450;4;311;0.269644;
Static;450;450;4;321;0.277536;
Static;450;450;4;331;0.28591;
Static;450;450;4;341;0.29485;
Static;450;450;4;351;0.303626;
Static;450;450;4;361;0.315118;
Static;450;450;4;371;0.320349;
Static;450;450;4;381;0.32965;
Static;450;450;4;391;0.33687;
Static;450;450;4;401;0.352596;
Static;450;450;4;411;0.355067;
Static;450;450;4;421;0.364156;
Static;450;450;4;431;0.37257;
Static;450;450;4;441;0.380877;
Static;450;450;5;1;0.0874012;
Static;450;450;5;11;0.0856401;
Static;450;450;5;21;0.091451;
Static;450;450;5;31;0.0818352;
Static;450;450;5;41;0.10563;
Static;450;450;5;51;0.0897666;
Static;450;450;5;61;0.108127;
Static;450;450;5;71;0.12278;
Static;450;450;5;81;0.109889;
Static;450;450;5;91;0.0885592;
Static;450;450;5;101;0.0931526;
Static;450;450;5;111;0.104211;
Static;450;450;5;121;0.130062;
Static;450;450;5;131;0.113396;
Static;450;450;5;141;0.125019;
Static;450;450;5;151;0.133442;
Static;450;450;5;161;0.140365;
Static;450;450;5;171;0.148466;
Static;450;450;5;181;0.161101;
Static;450;450;5;191;0.166276;
Static;450;450;5;201;0.173502;
Static;450;450;5;211;0.181845;
Static;450;450;5;221;0.190347;
Static;450;450;5;231;0.198792;
Static;450;450;5;241;0.207356;
Static;450;450;5;251;0.216175;
Static;450;450;5;261;0.224949;
Static;450;450;5;271;0.233292;
Static;450;450;5;281;0.242158;
Static;450;450;5;291;0.250488;
Static;450;450;5;301;0.259708;
Static;450;450;5;311;0.267635;
Static;450;450;5;321;0.276478;
Static;450;450;5;331;0.285864;
Static;450;450;5;341;0.294861;
Static;450;450;5;351;0.302491;
Static;450;450;5;361;0.310734;
Static;450;450;5;371;0.319139;
Static;450;450;5;381;0.328209;
Static;450;450;5;391;0.339828;
Static;450;450;5;401;0.345141;
Static;450;450;5;411;0.353888;
Static;450;450;5;421;0.362593;
Static;450;450;5;431;0.37092;
Static;450;450;5;441;0.379592;
Static;450;450;6;1;0.0725966;
Static;450;450;6;11;0.0710641;
Static;450;450;6;21;0.0739532;
Static;450;450;6;31;0.0807573;
Static;450;450;6;41;0.0720095;
Static;450;450;6;51;0.0892444;
Static;450;450;6;61;0.106817;
Static;450;450;6;71;0.0831754;
Static;450;450;6;81;0.0743107;
Static;450;450;6;91;0.0889121;
Static;450;450;6;101;0.0933566;
Static;450;450;6;111;0.110196;
Static;450;450;6;121;0.110821;
Static;450;450;6;131;0.11721;
Static;450;450;6;141;0.122409;
Static;450;450;6;151;0.141242;
Static;450;450;6;161;0.144311;
Static;450;450;6;171;0.156676;
Static;450;450;6;181;0.166033;
Static;450;450;6;191;0.169636;
Static;450;450;6;201;0.173652;
Static;450;450;6;211;0.183681;
Static;450;450;6;221;0.202957;
Static;450;450;6;231;0.198903;
Static;450;450;6;241;0.209146;
Static;450;450;6;251;0.217429;
Static;450;450;6;261;0.226374;
Static;450;450;6;271;0.2348;
Static;450;450;6;281;0.242641;
Static;450;450;6;291;0.253976;
Static;450;450;6;301;0.260588;
Static;450;450;6;311;0.268971;
Static;450;450;6;321;0.27727;
Static;450;450;6;331;0.286956;
Static;450;450;6;341;0.29467;
Static;450;450;6;351;0.302609;
Static;450;450;6;361;0.313762;
Static;450;450;6;371;0.320352;
Static;450;450;6;381;0.329352;
Static;450;450;6;391;0.337767;
Static;450;450;6;401;0.346711;
Static;450;450;6;411;0.355219;
Static;450;450;6;421;0.364725;
Static;450;450;6;431;0.372293;
Static;450;450;6;441;0.381867;
Static;450;450;7;1;0.069519;
Static;450;450;7;11;0.0726153;
Static;450;450;7;21;0.0630115;
Static;450;450;7;31;0.0695158;
Static;450;450;7;41;0.0754482;
Static;450;450;7;51;0.0904374;
Static;450;450;7;61;0.0752819;
Static;450;450;7;71;0.0652748;
Static;450;450;7;81;0.0735187;
Static;450;450;7;91;0.0900753;
Static;450;450;7;101;0.0926127;
Static;450;450;7;111;0.115803;
Static;450;450;7;121;0.124732;
Static;450;450;7;131;0.117889;
Static;450;450;7;141;0.127081;
Static;450;450;7;151;0.133556;
Static;450;450;7;161;0.143298;
Static;450;450;7;171;0.157598;
Static;450;450;7;181;0.156317;
Static;450;450;7;191;0.170129;
Static;450;450;7;201;0.173915;
Static;450;450;7;211;0.195569;
Static;450;450;7;221;0.193325;
Static;450;450;7;231;0.201481;
Static;450;450;7;241;0.219368;
Static;450;450;7;251;0.222568;
Static;450;450;7;261;0.236819;
Static;450;450;7;271;0.24282;
Static;450;450;7;281;0.245052;
Static;450;450;7;291;0.259938;
Static;450;450;7;301;0.264637;
Static;450;450;7;311;0.269583;
Static;450;450;7;321;0.277503;
Static;450;450;7;331;0.286299;
Static;450;450;7;341;0.304229;
Static;450;450;7;351;0.302755;
Static;450;450;7;361;0.312118;
Static;450;450;7;371;0.331935;
Static;450;450;7;381;0.350166;
Static;450;450;7;391;0.339715;
Static;450;450;7;401;0.345332;
Static;450;450;7;411;0.353436;
Static;450;450;7;421;0.362041;
Static;450;450;7;431;0.374111;
Static;450;450;7;441;0.381197;
Static;450;450;8;1;0.0752174;
Static;450;450;8;11;0.0699656;
Static;450;450;8;21;0.067293;
Static;450;450;8;31;0.0611943;
Static;450;450;8;41;0.0929762;
Static;450;450;8;51;0.0901076;
Static;450;450;8;61;0.0571875;
Static;450;450;8;71;0.0675675;
Static;450;450;8;81;0.075722;
Static;450;450;8;91;0.088518;
Static;450;450;8;101;0.092241;
Static;450;450;8;111;0.11098;
Static;450;450;8;121;0.119526;
Static;450;450;8;131;0.114638;
Static;450;450;8;141;0.123412;
Static;450;450;8;151;0.130508;
Static;450;450;8;161;0.139366;
Static;450;450;8;171;0.151446;
Static;450;450;8;181;0.16769;
Static;450;450;8;191;0.167568;
Static;450;450;8;201;0.182973;
Static;450;450;8;211;0.189379;
Static;450;450;8;221;0.200317;
Static;450;450;8;231;0.199489;
Static;450;450;8;241;0.209158;
Static;450;450;8;251;0.229835;
Static;450;450;8;261;0.235641;
Static;450;450;8;271;0.238932;
Static;450;450;8;281;0.242184;
Static;450;450;8;291;0.263699;
Static;450;450;8;301;0.272245;
Static;450;450;8;311;0.269794;
Static;450;450;8;321;0.278456;
Static;450;450;8;331;0.285883;
Static;450;450;8;341;0.310526;
Static;450;450;8;351;0.318758;
Static;450;450;8;361;0.312362;
Static;450;450;8;371;0.345568;
Static;450;450;8;381;0.333119;
Static;450;450;8;391;0.350193;
Static;450;450;8;401;0.363868;
Static;450;450;8;411;0.372513;
Static;450;450;8;421;0.38244;
Static;450;450;8;431;0.386797;
Static;450;450;8;441;0.38095;
Static;460;460;1;1;0.414296;
Static;460;460;1;11;0.412862;
Static;460;460;1;21;0.419066;
Static;460;460;1;31;0.421811;
Static;460;460;1;41;0.417209;
Static;460;460;1;51;0.413876;
Static;460;460;1;61;0.4285;
Static;460;460;1;71;0.418683;
Static;460;460;1;81;0.422556;
Static;460;460;1;91;0.42919;
Static;460;460;1;101;0.420832;
Static;460;460;1;111;0.42009;
Static;460;460;1;121;0.435275;
Static;460;460;1;131;0.414297;
Static;460;460;1;141;0.418312;
Static;460;460;1;151;0.418889;
Static;460;460;1;161;0.424363;
Static;460;460;1;171;0.430017;
Static;460;460;1;181;0.437467;
Static;460;460;1;191;0.419279;
Static;460;460;1;201;0.423192;
Static;460;460;1;211;0.418713;
Static;460;460;1;221;0.425487;
Static;460;460;1;231;0.423584;
Static;460;460;1;241;0.427345;
Static;460;460;1;251;0.438752;
Static;460;460;1;261;0.432939;
Static;460;460;1;271;0.416942;
Static;460;460;1;281;0.41727;
Static;460;460;1;291;0.42267;
Static;460;460;1;301;0.434221;
Static;460;460;1;311;0.420817;
Static;460;460;1;321;0.41689;
Static;460;460;1;331;0.423442;
Static;460;460;1;341;0.428763;
Static;460;460;1;351;0.42125;
Static;460;460;1;361;0.427733;
Static;460;460;1;371;0.422862;
Static;460;460;1;381;0.420941;
Static;460;460;1;391;0.418704;
Static;460;460;1;401;0.423829;
Static;460;460;1;411;0.415056;
Static;460;460;1;421;0.419631;
Static;460;460;1;431;0.415658;
Static;460;460;1;441;0.41936;
Static;460;460;1;451;0.419056;
Static;460;460;2;1;0.210891;
Static;460;460;2;11;0.214384;
Static;460;460;2;21;0.22105;
Static;460;460;2;31;0.218044;
Static;460;460;2;41;0.231938;
Static;460;460;2;51;0.228878;
Static;460;460;2;61;0.226664;
Static;460;460;2;71;0.229964;
Static;460;460;2;81;0.226087;
Static;460;460;2;91;0.243127;
Static;460;460;2;101;0.231288;
Static;460;460;2;111;0.21573;
Static;460;460;2;121;0.221054;
Static;460;460;2;131;0.235896;
Static;460;460;2;141;0.254937;
Static;460;460;2;151;0.271888;
Static;460;460;2;161;0.267498;
Static;460;460;2;171;0.25818;
Static;460;460;2;181;0.251204;
Static;460;460;2;191;0.245061;
Static;460;460;2;201;0.232091;
Static;460;460;2;211;0.226491;
Static;460;460;2;221;0.218468;
Static;460;460;2;231;0.222346;
Static;460;460;2;241;0.219848;
Static;460;460;2;251;0.226936;
Static;460;460;2;261;0.233252;
Static;460;460;2;271;0.242297;
Static;460;460;2;281;0.252758;
Static;460;460;2;291;0.266366;
Static;460;460;2;301;0.275088;
Static;460;460;2;311;0.284743;
