method;N;M;threads;chunkSize;ExecutingTime;
Static;450;450;3;161;0.147672;
Dynamic;450;450;3;161;0.145783;
Guided;450;450;3;161;0.145517;
Static;450;450;3;171;0.146649;
Dynamic;450;450;3;171;0.15185;
Guided;450;450;3;171;0.154988;
Static;450;450;3;181;0.161025;
Dynamic;450;450;3;181;0.156322;
Guided;450;450;3;181;0.155518;
Static;450;450;3;191;0.173081;
Dynamic;450;450;3;191;0.172774;
Guided;450;450;3;191;0.172327;
Static;450;450;3;201;0.176107;
Dynamic;450;450;3;201;0.184775;
Guided;450;450;3;201;0.177174;
Static;450;450;3;211;0.183109;
Dynamic;450;450;3;211;0.189998;
Guided;450;450;3;211;0.193226;
Static;450;450;3;221;0.196121;
Dynamic;450;450;3;221;0.199816;
Guided;450;450;3;221;0.195185;
Static;450;450;3;231;0.21171;
Dynamic;450;450;3;231;0.201226;
Guided;450;450;3;231;0.201065;
Static;450;450;3;241;0.205617;
Dynamic;450;450;3;241;0.209947;
Guided;450;450;3;241;0.206973;
Static;450;450;3;251;0.222316;
Dynamic;450;450;3;251;0.218385;
Guided;450;450;3;251;0.21992;
Static;450;450;3;261;0.226335;
Dynamic;450;450;3;261;0.22496;
Guided;450;450;3;261;0.228142;
Static;450;450;3;271;0.243804;
Dynamic;450;450;3;271;0.247009;
Guided;450;450;3;271;0.234386;
Static;450;450;3;281;0.252906;
Dynamic;450;450;3;281;0.257216;
Guided;450;450;3;281;0.242215;
Static;450;450;3;291;0.265616;
Dynamic;450;450;3;291;0.253417;
Guided;450;450;3;291;0.251687;
Static;450;450;3;301;0.265626;
Dynamic;450;450;3;301;0.259521;
Guided;450;450;3;301;0.258725;
Static;450;450;3;311;0.272954;
Dynamic;450;450;3;311;0.273581;
Guided;450;450;3;311;0.274309;
Static;450;450;3;321;0.285543;
Dynamic;450;450;3;321;0.290681;
Guided;450;450;3;321;0.278533;
Static;450;450;3;331;0.293511;
Dynamic;450;450;3;331;0.289738;
Guided;450;450;3;331;0.293399;
Static;450;450;3;341;0.295163;
Dynamic;450;450;3;341;0.292292;
Guided;450;450;3;341;0.29514;
Static;450;450;3;351;0.309412;
Dynamic;450;450;3;351;0.303895;
Guided;450;450;3;351;0.299473;
Static;450;450;3;361;0.314551;
Dynamic;450;450;3;361;0.309284;
Guided;450;450;3;361;0.332328;
Static;450;450;3;371;0.334083;
Dynamic;450;450;3;371;0.339416;
Guided;450;450;3;371;0.332719;
Static;450;450;3;381;0.343672;
Dynamic;450;450;3;381;0.336156;
Guided;450;450;3;381;0.329992;
Static;450;450;3;391;0.34648;
Dynamic;450;450;3;391;0.342053;
Guided;450;450;3;391;0.333294;
Static;450;450;3;401;0.357488;
Dynamic;450;450;3;401;0.349911;
Guided;450;450;3;401;0.342478;
Static;450;450;3;411;0.357548;
Dynamic;450;450;3;411;0.352061;
Guided;450;450;3;411;0.358993;
Static;450;450;3;421;0.364857;
Dynamic;450;450;3;421;0.360899;
Guided;450;450;3;421;0.366669;
Static;450;450;3;431;0.374323;
Dynamic;450;450;3;431;0.368026;
Guided;450;450;3;431;0.376036;
Static;450;450;3;441;0.383855;
Dynamic;450;450;3;441;0.378262;
Guided;450;450;3;441;0.384618;
Runtime;450;450;3;not defined;0.128376;
Static;450;450;4;1;0.100038;
Dynamic;450;450;4;1;0.0977448;
Guided;450;450;4;1;0.0977051;
Static;450;450;4;11;0.10508;
Dynamic;450;450;4;11;0.101987;
Guided;450;450;4;11;0.106146;
Static;450;450;4;21;0.114637;
Dynamic;450;450;4;21;0.109724;
Guided;450;450;4;21;0.112307;
Static;450;450;4;31;0.11084;
Dynamic;450;450;4;31;0.107774;
Guided;450;450;4;31;0.100337;
Static;450;450;4;41;0.111547;
Dynamic;450;450;4;41;0.109804;
Guided;450;450;4;41;0.109878;
Static;450;450;4;51;0.129663;
Dynamic;450;450;4;51;0.123709;
Guided;450;450;4;51;0.106165;
Static;450;450;4;61;0.107409;
Dynamic;450;450;4;61;0.105799;
Guided;450;450;4;61;0.107507;
Static;450;450;4;71;0.128855;
Dynamic;450;450;4;71;0.124333;
Guided;450;450;4;71;0.124162;
Static;450;450;4;81;0.147208;
Dynamic;450;450;4;81;0.139307;
Guided;450;450;4;81;0.142599;
Static;450;450;4;91;0.157003;
Dynamic;450;450;4;91;0.152633;
Guided;450;450;4;91;0.136429;
Static;450;450;4;101;0.135439;
Dynamic;450;450;4;101;0.126863;
Guided;450;450;4;101;0.118236;
Static;450;450;4;111;0.105497;
Dynamic;450;450;4;111;0.0994048;
Guided;450;450;4;111;0.0995662;
Static;450;450;4;121;0.109508;
Dynamic;450;450;4;121;0.108626;
Guided;450;450;4;121;0.109967;
Static;450;450;4;131;0.118221;
Dynamic;450;450;4;131;0.117584;
Guided;450;450;4;131;0.121547;
Static;450;450;4;141;0.128148;
Dynamic;450;450;4;141;0.126904;
Guided;450;450;4;141;0.122828;
Static;450;450;4;151;0.131741;
Dynamic;450;450;4;151;0.129782;
Guided;450;450;4;151;0.132264;
Static;450;450;4;161;0.139614;
Dynamic;450;450;4;161;0.149499;
Guided;450;450;4;161;0.150571;
Static;450;450;4;171;0.154507;
Dynamic;450;450;4;171;0.153534;
Guided;450;450;4;171;0.147213;
Static;450;450;4;181;0.160889;
Dynamic;450;450;4;181;0.161866;
Guided;450;450;4;181;0.1767;
Static;450;450;4;191;0.171247;
Dynamic;450;450;4;191;0.165558;
Guided;450;450;4;191;0.171843;
Static;450;450;4;201;0.17864;
Dynamic;450;450;4;201;0.178936;
Guided;450;450;4;201;0.176995;
Static;450;450;4;211;0.18432;
Dynamic;450;450;4;211;0.2062;
Guided;450;450;4;211;0.190061;
Static;450;450;4;221;0.190941;
Dynamic;450;450;4;221;0.190645;
Guided;450;450;4;221;0.188353;
Static;450;450;4;231;0.199855;
Dynamic;450;450;4;231;0.199563;
Guided;450;450;4;231;0.199075;
Static;450;450;4;241;0.209017;
Dynamic;450;450;4;241;0.209527;
Guided;450;450;4;241;0.208837;
Static;450;450;4;251;0.223514;
Dynamic;450;450;4;251;0.22434;
Guided;450;450;4;251;0.222667;
Static;450;450;4;261;0.232483;
Dynamic;450;450;4;261;0.232504;
Guided;450;450;4;261;0.237165;
Static;450;450;4;271;0.243344;
Dynamic;450;450;4;271;0.237031;
Guided;450;450;4;271;0.238232;
Static;450;450;4;281;0.239854;
Dynamic;450;450;4;281;0.244692;
Guided;450;450;4;281;0.238362;
Static;450;450;4;291;0.262204;
Dynamic;450;450;4;291;0.249508;
Guided;450;450;4;291;0.251209;
Static;450;450;4;301;0.275413;
Dynamic;450;450;4;301;0.272995;
Guided;450;450;4;301;0.273546;
Static;450;450;4;311;0.277873;
Dynamic;450;450;4;311;0.268777;
Guided;450;450;4;311;0.267555;
Static;450;450;4;321;0.279817;
Dynamic;450;450;4;321;0.289369;
Guided;450;450;4;321;0.29179;
Static;450;450;4;331;0.29794;
Dynamic;450;450;4;331;0.301879;
Guided;450;450;4;331;0.28729;
Static;450;450;4;341;0.30992;
Dynamic;450;450;4;341;0.309748;
Guided;450;450;4;341;0.295279;
Static;450;450;4;351;0.31068;
Dynamic;450;450;4;351;0.30838;
Guided;450;450;4;351;0.307445;
Static;450;450;4;361;0.328587;
Dynamic;450;450;4;361;0.327336;
Guided;450;450;4;361;0.322777;
Static;450;450;4;371;0.323762;
Dynamic;450;450;4;371;0.318428;
Guided;450;450;4;371;0.323475;
Static;450;450;4;381;0.326951;
Dynamic;450;450;4;381;0.335871;
Guided;450;450;4;381;0.342256;
Static;450;450;4;391;0.353093;
Dynamic;450;450;4;391;0.341454;
Guided;450;450;4;391;0.347214;
Static;450;450;4;401;0.364959;
Dynamic;450;450;4;401;0.363054;
Guided;450;450;4;401;0.346213;
Static;450;450;4;411;0.372008;
Dynamic;450;450;4;411;0.373037;
Guided;450;450;4;411;0.369748;
Static;450;450;4;421;0.36659;
Dynamic;450;450;4;421;0.363387;
Guided;450;450;4;421;0.360812;
Static;450;450;4;431;0.457007;
Dynamic;450;450;4;431;0.442352;
Guided;450;450;4;431;0.386057;
Static;450;450;4;441;0.389538;
Dynamic;450;450;4;441;0.377854;
Guided;450;450;4;441;0.384892;
Runtime;450;450;4;not defined;0.0968065;
Static;450;450;5;1;0.0791036;
Dynamic;450;450;5;1;0.0800086;
Guided;450;450;5;1;0.0772866;
Static;450;450;5;11;0.0853696;
Dynamic;450;450;5;11;0.0833557;
Guided;450;450;5;11;0.0810596;
Static;450;450;5;21;0.0943744;
Dynamic;450;450;5;21;0.092389;
Guided;450;450;5;21;0.0827279;
Static;450;450;5;31;0.0830561;
Dynamic;450;450;5;31;0.0849336;
Guided;450;450;5;31;0.0851612;
Static;450;450;5;41;0.112328;
Dynamic;450;450;5;41;0.104605;
Guided;450;450;5;41;0.085343;
Static;450;450;5;51;0.0927925;
Dynamic;450;450;5;51;0.0880675;
Guided;450;450;5;51;0.0896047;
Static;450;450;5;61;0.111228;
Dynamic;450;450;5;61;0.106457;
Guided;450;450;5;61;0.106196;
Static;450;450;5;71;0.130265;
Dynamic;450;450;5;71;0.1232;
Guided;450;450;5;71;0.12375;
Static;450;450;5;81;0.115023;
Dynamic;450;450;5;81;0.10924;
Guided;450;450;5;81;0.100856;
Static;450;450;5;91;0.0818522;
Dynamic;450;450;5;91;0.0805997;
Guided;450;450;5;91;0.0809259;
Static;450;450;5;101;0.0908672;
Dynamic;450;450;5;101;0.101769;
Guided;450;450;5;101;0.10247;
Static;450;450;5;111;0.0981609;
Dynamic;450;450;5;111;0.0957611;
Guided;450;450;5;111;0.095858;
Static;450;450;5;121;0.105422;
Dynamic;450;450;5;121;0.114963;
Guided;450;450;5;121;0.108468;
Static;450;450;5;131;0.117361;
Dynamic;450;450;5;131;0.118987;
Guided;450;450;5;131;0.128749;
Static;450;450;5;141;0.126033;
Dynamic;450;450;5;141;0.130117;
Guided;450;450;5;141;0.130935;
Static;450;450;5;151;0.135574;
Dynamic;450;450;5;151;0.135266;
Guided;450;450;5;151;0.131918;
Static;450;450;5;161;0.146915;
Dynamic;450;450;5;161;0.146081;
Guided;450;450;5;161;0.137789;
Static;450;450;5;171;0.155143;
Dynamic;450;450;5;171;0.151525;
Guided;450;450;5;171;0.14749;
Static;450;450;5;181;0.157215;
Dynamic;450;450;5;181;0.155917;
Guided;450;450;5;181;0.156767;
Static;450;450;5;191;0.17092;
Dynamic;450;450;5;191;0.168277;
Guided;450;450;5;191;0.176125;
Static;450;450;5;201;0.183504;
Dynamic;450;450;5;201;0.181208;
Guided;450;450;5;201;0.181484;
Static;450;450;5;211;0.190082;
Dynamic;450;450;5;211;0.185165;
Guided;450;450;5;211;0.184476;
Static;450;450;5;221;0.192144;
Dynamic;450;450;5;221;0.193826;
Guided;450;450;5;221;0.19173;
Static;450;450;5;231;0.208036;
Dynamic;450;450;5;231;0.196434;
Guided;450;450;5;231;0.204248;
Static;450;450;5;241;0.210612;
Dynamic;450;450;5;241;0.219141;
Guided;450;450;5;241;0.221;
Static;450;450;5;251;0.224432;
Dynamic;450;450;5;251;0.220027;
Guided;450;450;5;251;0.217898;
Static;450;450;5;261;0.240073;
Dynamic;450;450;5;261;0.239168;
Guided;450;450;5;261;0.229866;
Static;450;450;5;271;0.24863;
Dynamic;450;450;5;271;0.234877;
Guided;450;450;5;271;0.236148;
Static;450;450;5;281;0.259032;
Dynamic;450;450;5;281;0.261836;
Guided;450;450;5;281;0.245443;
Static;450;450;5;291;0.260594;
Dynamic;450;450;5;291;0.254518;
Guided;450;450;5;291;0.256253;
Static;450;450;5;301;0.257311;
Dynamic;450;450;5;301;0.260042;
Guided;450;450;5;301;0.260868;
Static;450;450;5;311;0.279603;
Dynamic;450;450;5;311;0.27854;
Guided;450;450;5;311;0.274198;
Static;450;450;5;321;0.294263;
Dynamic;450;450;5;321;0.278533;
Guided;450;450;5;321;0.278001;
Static;450;450;5;331;0.296654;
Dynamic;450;450;5;331;0.287775;
Guided;450;450;5;331;0.288414;
Static;450;450;5;341;0.29058;
Dynamic;450;450;5;341;0.296249;
Guided;450;450;5;341;0.302641;
Static;450;450;5;351;0.318383;
Dynamic;450;450;5;351;0.322414;
Guided;450;450;5;351;0.31232;
Static;450;450;5;361;0.327051;
Dynamic;450;450;5;361;0.327992;
Guided;450;450;5;361;0.318681;
Static;450;450;5;371;0.319469;
Dynamic;450;450;5;371;0.325162;
Guided;450;450;5;371;0.320608;
Static;450;450;5;381;0.342311;
Dynamic;450;450;5;381;0.333071;
Guided;450;450;5;381;0.331989;
Static;450;450;5;391;0.337978;
Dynamic;450;450;5;391;0.358268;
Guided;450;450;5;391;0.348695;
Static;450;450;5;401;0.347085;
Dynamic;450;450;5;401;0.359832;
Guided;450;450;5;401;0.361076;
Static;450;450;5;411;0.356303;
Dynamic;450;450;5;411;0.351212;
Guided;450;450;5;411;0.354667;
Static;450;450;5;421;0.360319;
Dynamic;450;450;5;421;0.358174;
Guided;450;450;5;421;0.366843;
Static;450;450;5;431;0.366966;
Dynamic;450;450;5;431;0.367354;
Guided;450;450;5;431;0.371567;
Static;450;450;5;441;0.374736;
Dynamic;450;450;5;441;0.374192;
Guided;450;450;5;441;0.376043;
Runtime;450;450;5;not defined;0.0780214;
Static;450;450;6;1;0.0678985;
Dynamic;450;450;6;1;0.0655795;
Guided;450;450;6;1;0.0656538;
Static;450;450;6;11;0.0681675;
Dynamic;450;450;6;11;0.0668103;
Guided;450;450;6;11;0.0676678;
Static;450;450;6;21;0.0726285;
Dynamic;450;450;6;21;0.0718761;
Guided;450;450;6;21;0.0743893;
Static;450;450;6;31;0.0837742;
Dynamic;450;450;6;31;0.0806897;
Guided;450;450;6;31;0.0744734;
Static;450;450;6;41;0.0756772;
Dynamic;450;450;6;41;0.0705181;
Guided;450;450;6;41;0.0764824;
Static;450;450;6;51;0.0892742;
Dynamic;450;450;6;51;0.0883459;
Guided;450;450;6;51;0.0889244;
Static;450;450;6;61;0.107576;
Dynamic;450;450;6;61;0.10564;
Guided;450;450;6;61;0.106952;
Static;450;450;6;71;0.082492;
Dynamic;450;450;6;71;0.0814015;
Guided;450;450;6;71;0.0779948;
Static;450;450;6;81;0.0722943;
Dynamic;450;450;6;81;0.0724945;
Guided;450;450;6;81;0.0726611;
Static;450;450;6;91;0.0781438;
Dynamic;450;450;6;91;0.0785956;
Guided;450;450;6;91;0.0824305;
Static;450;450;6;101;0.08819;
Dynamic;450;450;6;101;0.0883821;
Guided;450;450;6;101;0.089993;
Static;450;450;6;111;0.0971117;
Dynamic;450;450;6;111;0.0979409;
Guided;450;450;6;111;0.100103;
Static;450;450;6;121;0.106321;
Dynamic;450;450;6;121;0.104945;
Guided;450;450;6;121;0.104521;
Static;450;450;6;131;0.116162;
Dynamic;450;450;6;131;0.12294;
Guided;450;450;6;131;0.117646;
Static;450;450;6;141;0.124656;
Dynamic;450;450;6;141;0.127808;
Guided;450;450;6;141;0.138992;
Static;450;450;6;151;0.133501;
Dynamic;450;450;6;151;0.14473;
Guided;450;450;6;151;0.137892;
Static;450;450;6;161;0.144081;
Dynamic;450;450;6;161;0.14282;
Guided;450;450;6;161;0.149532;
Static;450;450;6;171;0.15787;
Dynamic;450;450;6;171;0.154593;
Guided;450;450;6;171;0.152569;
Static;450;450;6;181;0.157174;
Dynamic;450;450;6;181;0.15786;
Guided;450;450;6;181;0.161603;
Static;450;450;6;191;0.168621;
Dynamic;450;450;6;191;0.16721;
Guided;450;450;6;191;0.18114;
Static;450;450;6;201;0.173395;
Dynamic;450;450;6;201;0.173755;
Guided;450;450;6;201;0.175071;
Static;450;450;6;211;0.182908;
Dynamic;450;450;6;211;0.182477;
Guided;450;450;6;211;0.186823;
Static;450;450;6;221;0.189097;
Dynamic;450;450;6;221;0.195144;
Guided;450;450;6;221;0.195282;
Static;450;450;6;231;0.197868;
Dynamic;450;450;6;231;0.201319;
Guided;450;450;6;231;0.197895;
Static;450;450;6;241;0.207438;
Dynamic;450;450;6;241;0.211922;
Guided;450;450;6;241;0.21098;
Static;450;450;6;251;0.219212;
Dynamic;450;450;6;251;0.216453;
Guided;450;450;6;251;0.216317;
Static;450;450;6;261;0.223141;
Dynamic;450;450;6;261;0.231472;
Guided;450;450;6;261;0.230887;
Static;450;450;6;271;0.242976;
Dynamic;450;450;6;271;0.234282;
Guided;450;450;6;271;0.235481;
Static;450;450;6;281;0.241888;
Dynamic;450;450;6;281;0.247858;
Guided;450;450;6;281;0.252093;
Static;450;450;6;291;0.251967;
Dynamic;450;450;6;291;0.260037;
Guided;450;450;6;291;0.255935;
Static;450;450;6;301;0.265191;
Dynamic;450;450;6;301;0.269447;
Guided;450;450;6;301;0.267533;
Static;450;450;6;311;0.276682;
Dynamic;450;450;6;311;0.271534;
Guided;450;450;6;311;0.270338;
Static;450;450;6;321;0.278456;
Dynamic;450;450;6;321;0.302191;
Guided;450;450;6;321;0.287159;
Static;450;450;6;331;0.287707;
Dynamic;450;450;6;331;0.284559;
Guided;450;450;6;331;0.285111;
Static;450;450;6;341;0.298658;
Dynamic;450;450;6;341;0.343757;
Guided;450;450;6;341;0.323958;
Static;450;450;6;351;0.305712;
Dynamic;450;450;6;351;0.311671;
Guided;450;450;6;351;0.302955;
Static;450;450;6;361;0.310099;
Dynamic;450;450;6;361;0.339986;
Guided;450;450;6;361;0.311992;
Static;450;450;6;371;0.323948;
Dynamic;450;450;6;371;0.322512;
Guided;450;450;6;371;0.322312;
Static;450;450;6;381;0.332549;
Dynamic;450;450;6;381;0.346864;
Guided;450;450;6;381;0.334549;
Static;450;450;6;391;0.345079;
Dynamic;450;450;6;391;0.353327;
Guided;450;450;6;391;0.338213;
Static;450;450;6;401;0.358679;
Dynamic;450;450;6;401;0.3774;
Guided;450;450;6;401;0.355906;
Static;450;450;6;411;0.370048;
Dynamic;450;450;6;411;0.381429;
Guided;450;450;6;411;0.370634;
Static;450;450;6;421;0.369293;
Dynamic;450;450;6;421;0.368692;
Guided;450;450;6;421;0.368129;
Static;450;450;6;431;0.376454;
Dynamic;450;450;6;431;0.39723;
Guided;450;450;6;431;0.380145;
Static;450;450;6;441;0.384193;
Dynamic;450;450;6;441;0.379164;
Guided;450;450;6;441;0.378776;
Runtime;450;450;6;not defined;0.067212;
Static;450;450;7;1;0.0569606;
Dynamic;450;450;7;1;0.0567866;
Guided;450;450;7;1;0.064114;
Static;450;450;7;11;0.0633988;
Dynamic;450;450;7;11;0.0577466;
Guided;450;450;7;11;0.0604171;
Static;450;450;7;21;0.0629475;
Dynamic;450;450;7;21;0.0616677;
Guided;450;450;7;21;0.0617587;
Static;450;450;7;31;0.0672607;
Dynamic;450;450;7;31;0.0683489;
Guided;450;450;7;31;0.0616783;
Static;450;450;7;41;0.075104;
Dynamic;450;450;7;41;0.0705738;
Guided;450;450;7;41;0.0709802;
Static;450;450;7;51;0.0936433;
Dynamic;450;450;7;51;0.0894159;
Guided;450;450;7;51;0.0888987;
Static;450;450;7;61;0.0759153;
Dynamic;450;450;7;61;0.0722042;
Guided;450;450;7;61;0.0690978;
Static;450;450;7;71;0.064678;
Dynamic;450;450;7;71;0.0655198;
Guided;450;450;7;71;0.0705233;
Static;450;450;7;81;0.0730238;
Dynamic;450;450;7;81;0.072776;
Guided;450;450;7;81;0.0729812;
Static;450;450;7;91;0.0792659;
Dynamic;450;450;7;91;0.0960508;
Guided;450;450;7;91;0.0811421;
Static;450;450;7;101;0.090067;
Dynamic;450;450;7;101;0.0868892;
Guided;450;450;7;101;0.104547;
Static;450;450;7;111;0.0988886;
Dynamic;450;450;7;111;0.0970352;
Guided;450;450;7;111;0.098429;
Static;450;450;7;121;0.118023;
Dynamic;450;450;7;121;0.105287;
Guided;450;450;7;121;0.105897;
Static;450;450;7;131;0.118619;
Dynamic;450;450;7;131;0.133021;
Guided;450;450;7;131;0.133036;
Static;450;450;7;141;0.129116;
Dynamic;450;450;7;141;0.124003;
Guided;450;450;7;141;0.122336;
Static;450;450;7;151;0.132419;
Dynamic;450;450;7;151;0.129479;
Guided;450;450;7;151;0.135143;
Static;450;450;7;161;0.147177;
Dynamic;450;450;7;161;0.151731;
Guided;450;450;7;161;0.151729;
Static;450;450;7;171;0.150706;
Dynamic;450;450;7;171;0.15189;
Guided;450;450;7;171;0.149324;
Static;450;450;7;181;0.158882;
Dynamic;450;450;7;181;0.161142;
Guided;450;450;7;181;0.157616;
Static;450;450;7;191;0.166274;
Dynamic;450;450;7;191;0.1648;
Guided;450;450;7;191;0.168257;
Static;450;450;7;201;0.182723;
Dynamic;450;450;7;201;0.176536;
Guided;450;450;7;201;0.180402;
Static;450;450;7;211;0.185436;
Dynamic;450;450;7;211;0.193396;
Guided;450;450;7;211;0.187356;
Static;450;450;7;221;0.190294;
Dynamic;450;450;7;221;0.192803;
Guided;450;450;7;221;0.195949;
Static;450;450;7;231;0.20478;
Dynamic;450;450;7;231;0.198434;
Guided;450;450;7;231;0.201212;
Static;450;450;7;241;0.213171;
Dynamic;450;450;7;241;0.211758;
Guided;450;450;7;241;0.214856;
Static;450;450;7;251;0.217377;
Dynamic;450;450;7;251;0.216675;
Guided;450;450;7;251;0.222486;
Static;450;450;7;261;0.226148;
Dynamic;450;450;7;261;0.227374;
Guided;450;450;7;261;0.225149;
Static;450;450;7;271;0.234764;
Dynamic;450;450;7;271;0.240578;
Guided;450;450;7;271;0.241914;
Static;450;450;7;281;0.254327;
Dynamic;450;450;7;281;0.259395;
Guided;450;450;7;281;0.243083;
Static;450;450;7;291;0.25212;
Dynamic;450;450;7;291;0.251437;
Guided;450;450;7;291;0.253482;
Static;450;450;7;301;0.257858;
Dynamic;450;450;7;301;0.267977;
Guided;450;450;7;301;0.267303;
Static;450;450;7;311;0.273168;
Dynamic;450;450;7;311;0.278835;
Guided;450;450;7;311;0.270767;
Static;450;450;7;321;0.278149;
Dynamic;450;450;7;321;0.276279;
Guided;450;450;7;321;0.280797;
Static;450;450;7;331;0.283717;
Dynamic;450;450;7;331;0.285529;
Guided;450;450;7;331;0.298391;
Static;450;450;7;341;0.296062;
Dynamic;450;450;7;341;0.291118;
Guided;450;450;7;341;0.297777;
Static;450;450;7;351;0.305624;
Dynamic;450;450;7;351;0.334236;
Guided;450;450;7;351;0.357122;
Static;450;450;7;361;0.31613;
Dynamic;450;450;7;361;0.312288;
Guided;450;450;7;361;0.324294;
Static;450;450;7;371;0.322292;
Dynamic;450;450;7;371;0.326437;
Guided;450;450;7;371;0.330397;
Static;450;450;7;381;0.331342;
Dynamic;450;450;7;381;0.332364;
Guided;450;450;7;381;0.33002;
Static;450;450;7;391;0.335529;
Dynamic;450;450;7;391;0.338965;
Guided;450;450;7;391;0.339531;
Static;450;450;7;401;0.349829;
Dynamic;450;450;7;401;0.347984;
Guided;450;450;7;401;0.352887;
Static;450;450;7;411;0.35251;
Dynamic;450;450;7;411;0.35756;
Guided;450;450;7;411;0.357614;
Static;450;450;7;421;0.359898;
Dynamic;450;450;7;421;0.360716;
Guided;450;450;7;421;0.364435;
Static;450;450;7;431;0.376583;
Dynamic;450;450;7;431;0.373786;
Guided;450;450;7;431;0.371666;
Static;450;450;7;441;0.39006;
Dynamic;450;450;7;441;0.39758;
Guided;450;450;7;441;0.37961;
Runtime;450;450;7;not defined;0.0621306;
Static;450;450;8;1;0.0569161;
Dynamic;450;450;8;1;0.0506606;
Guided;450;450;8;1;0.0496224;
Static;450;450;8;11;0.0568449;
Dynamic;450;450;8;11;0.0607335;
Guided;450;450;8;11;0.0544628;
Static;450;450;8;21;0.0774851;
Dynamic;450;450;8;21;0.0606138;
Guided;450;450;8;21;0.0755694;
Static;450;450;8;31;0.0558635;
Dynamic;450;450;8;31;0.0553168;
Guided;450;450;8;31;0.0542571;
Static;450;450;8;41;0.0742631;
Dynamic;450;450;8;41;0.0835261;
Guided;450;450;8;41;0.0746049;
Static;450;450;8;51;0.0832364;
Dynamic;450;450;8;51;0.080602;
Guided;450;450;8;51;0.0752851;
Static;450;450;8;61;0.0633025;
Dynamic;450;450;8;61;0.0613954;
Guided;450;450;8;61;0.0580189;
Static;450;450;8;71;0.0654291;
Dynamic;450;450;8;71;0.0661371;
Guided;450;450;8;71;0.0678559;
Static;450;450;8;81;0.0718644;
Dynamic;450;450;8;81;0.0727482;
Guided;450;450;8;81;0.0740421;
Static;450;450;8;91;0.083105;
Dynamic;450;450;8;91;0.0795116;
Guided;450;450;8;91;0.0790038;
Static;450;450;8;101;0.100557;
Dynamic;450;450;8;101;0.0924574;
Guided;450;450;8;101;0.101846;
Static;450;450;8;111;0.0973468;
Dynamic;450;450;8;111;0.10008;
Guided;450;450;8;111;0.0976166;
Static;450;450;8;121;0.10756;
Dynamic;450;450;8;121;0.106593;
Guided;450;450;8;121;0.113096;
Static;450;450;8;131;0.11496;
Dynamic;450;450;8;131;0.116734;
Guided;450;450;8;131;0.121279;
Static;450;450;8;141;0.126875;
Dynamic;450;450;8;141;0.125737;
Guided;450;450;8;141;0.124075;
Static;450;450;8;151;0.134226;
Dynamic;450;450;8;151;0.140771;
Guided;450;450;8;151;0.134368;
Static;450;450;8;161;0.147648;
Dynamic;450;450;8;161;0.176542;
Guided;450;450;8;161;0.149785;
Static;450;450;8;171;0.154541;
Dynamic;450;450;8;171;0.155411;
Guided;450;450;8;171;0.159323;
Static;450;450;8;181;0.161597;
Dynamic;450;450;8;181;0.160943;
Guided;450;450;8;181;0.161204;
Static;450;450;8;191;0.170368;
Dynamic;450;450;8;191;0.164948;
Guided;450;450;8;191;0.16469;
Static;450;450;8;201;0.179023;
Dynamic;450;450;8;201;0.173421;
Guided;450;450;8;201;0.173503;
Static;450;450;8;211;0.184893;
Dynamic;450;450;8;211;0.182449;
Guided;450;450;8;211;0.182703;
Static;450;450;8;221;0.19242;
Dynamic;450;450;8;221;0.190607;
Guided;450;450;8;221;0.209744;
Static;450;450;8;231;0.203083;
Dynamic;450;450;8;231;0.202261;
Guided;450;450;8;231;0.200409;
Static;450;450;8;241;0.207828;
Dynamic;450;450;8;241;0.222882;
Guided;450;450;8;241;0.21212;
Static;450;450;8;251;0.222379;
Dynamic;450;450;8;251;0.222808;
Guided;450;450;8;251;0.217379;
Static;450;450;8;261;0.224369;
Dynamic;450;450;8;261;0.225535;
Guided;450;450;8;261;0.226181;
Static;450;450;8;271;0.237021;
Dynamic;450;450;8;271;0.238072;
Guided;450;450;8;271;0.253825;
Static;450;450;8;281;0.251074;
Dynamic;450;450;8;281;0.241938;
Guided;450;450;8;281;0.243919;
Static;450;450;8;291;0.251901;
Dynamic;450;450;8;291;0.247919;
Guided;450;450;8;291;0.25398;
Static;450;450;8;301;0.263446;
Dynamic;450;450;8;301;0.260703;
Guided;450;450;8;301;0.260763;
Static;450;450;8;311;0.275257;
Dynamic;450;450;8;311;0.275146;
Guided;450;450;8;311;0.268035;
Static;450;450;8;321;0.293156;
Dynamic;450;450;8;321;0.281673;
Guided;450;450;8;321;0.282018;
Static;450;450;8;331;0.288387;
Dynamic;450;450;8;331;0.284123;
Guided;450;450;8;331;0.291649;
Static;450;450;8;341;0.298998;
Dynamic;450;450;8;341;0.30632;
Guided;450;450;8;341;0.293815;
Static;450;450;8;351;0.310098;
Dynamic;450;450;8;351;0.316155;
Guided;450;450;8;351;0.317208;
Static;450;450;8;361;0.317635;
Dynamic;450;450;8;361;0.3223;
Guided;450;450;8;361;0.317637;
Static;450;450;8;371;0.327355;
Dynamic;450;450;8;371;0.317032;
Guided;450;450;8;371;0.321736;
Static;450;450;8;381;0.326651;
Dynamic;450;450;8;381;0.330736;
Guided;450;450;8;381;0.329918;
Static;450;450;8;391;0.332656;
Dynamic;450;450;8;391;0.338533;
Guided;450;450;8;391;0.344976;
Static;450;450;8;401;0.341176;
Dynamic;450;450;8;401;0.346205;
Guided;450;450;8;401;0.347636;
